"Igloo-Rank","Igloo-TotalOccurences","Igloo-Search_Term","Igloo-SSR-content_name","Igloo-SSR-content_id","Igloo-SSR-content_type","Igloo-QSR-content_name","Igloo-QSR-content_id","Igloo-QSR-content_type","Amp-content_name","Amp-content_id","Amp-content_type","SSR PASS/FAIL","QSR PASS/FAIL"
"837","199","tom mcdonald","Tom MacDonald","1973","link","Tom McDonald","33401248","artist","Tom MacDonald","1973","link","PASS","FAIL"
"838","199","630","WLAP-AM","965","live","WLAP-AM","965","live","NewsRadio 630 WLAP","965","link","FAIL","FAIL"
"839","199","criminal","Criminal","27931261","podcast","Criminal","27931261","podcast","Criminal","27931261","PODCAST","PASS","PASS"
"840","199","small town murder","Small Town Murder","28817602","podcast","Small Town Murder","28817602","podcast","Down The Hill: The Delphi Murders","56125180","PODCAST","FAIL","FAIL"
"841","199","95.3","KUIC-FM","7636","live","XHSH-FM","6532","live","Amor 95.3 CDMX","6532","PODCAST","FAIL","FAIL"
"842","198","fantasy","Fantasy Footballers - Fantasy Football Podcast","27564712","podcast","Fantasy Footballers - Fantasy Football Podcast","27564712","podcast","FNTSY Sports Radio Network","7417","live","FAIL","FAIL"
"843","198","dua lipa","Dua Lipa","30983282","artist","Dua Lipa","30983282","artist","Dua Lipa","30983282","ARTIST","PASS","PASS"
"844","198","93.5","WVIV-FM","5183","live","KPRR-HD2","6841","live","Latino Mix 93.5","5183","ARTIST","FAIL","FAIL"
"845","198","buck","The Clay Travis and Buck Sexton Show","57927691","podcast","The Buck Sexton Show","27296753","podcast","The Clay Travis and Buck Sexton Show","57927691","podcast","PASS","FAIL"
"846","198","200","MY2K-FL","6850","live","MY2K-FL","6850","live","iHeart2000s Radio","6850","live","PASS","PASS"
"847","198","fearless","Exedus/Fearless","185787706","track","Fearless with Cissie Graham Lynch","46515944","podcast","Fearless with Jason Whitlock","83738276","podcast","FAIL","FAIL"
"848","198","marc","Marc Anthony","35556","artist","Marc Anthony","35556","artist","WTF with Marc Maron","18894591","podcast","FAIL","FAIL"
"849","197","money","Moneybagg Yo","30843949","artist","Moneybagg Yo","30843949","artist","Moneybagg Yo","30843949","ARTIST","PASS","PASS"
"850","197","pri","Prince","3403","artist","Prince","3403","artist","Prince","3403","ARTIST","PASS","PASS"
"851","197","kpop","KPOP-FL","9003","live","KPOP-FL","9003","live","K-POP Hits","1492","link","FAIL","FAIL"
"852","196","com","ICOM-FL","4902","live","ICOM-FL","4902","live","Luke Combs","30406307","link","FAIL","FAIL"
"853","196","los temerarios","Los Temerarios","39641","artist","Los Temerarios/Los Temerarios Esencial","100100349","album","Los Temerarios","39641","ARTIST","PASS","FAIL"
"854","196","wls","WLS-AM","5366","live","WLS-AM","5366","live","WLS 890 AM","5366","ARTIST","FAIL","FAIL"
"855","196","wbap","WBAP-AM","5350","live","WBAP-AM","5350","live","WBAP Morning News Podcast","43092250","ARTIST","FAIL","FAIL"
"856","196","going west: true crime","Going West: True Crime","73059221","podcast","Going West: True Crime","73059221","podcast","Going West: True Crime","73059221","podcast","PASS","PASS"
"857","196","outkast","OutKast","34787","artist","OutKast","34787","artist","OutKast","34787","ARTIST","PASS","PASS"
"858","196","green day","Green Day","633","artist","Green Day","633","artist","Green Day","633","ARTIST","PASS","PASS"
"859","196","drak","Drake","44512","artist","Drake","44512","artist","Drake","44512","ARTIST","PASS","PASS"
"860","195","wait","Wait Wait... Don't Tell Me!","28457200","podcast","HARDY & Lainey Wilson/wait in the truck (feat. Lainey Wilson)","178540864","track","Wait Wait... Don't Tell Me!","28457200","podcast","PASS","FAIL"
"861","195","50 cent","50 Cent","179","artist","50 Cent","179","artist","50 Cent","179","ARTIST","PASS","PASS"
"862","195","yacht","YACHT-FL","8681","live","YACHT-FL","8681","live","Yacht Rock Radio","8681","live","PASS","PASS"
"863","194","devil town","Devil Town","102578030","podcast","Devil Town","102578030","podcast","Devil Town","102578030","PODCAST","PASS","PASS"
"864","194","juvenile","Juvenile","39518","artist","Juvenile","39518","artist","Juvenile","39518","ARTIST","PASS","PASS"
"865","194","lynyrd skynyrd","Lynyrd Skynyrd","35147","artist","Lynyrd Skynyrd","35147","artist","Lynyrd Skynyrd","35147","ARTIST","PASS","PASS"
"866","194","positively sex! with lila","Positively Sex! with Lila","102809649","podcast","Positively Sex! with Lila","102809649","podcast","Positively Sex! with Lila","102809649","PODCAST","PASS","PASS"
"867","194","whitney","Whitney Houston","87166","artist","Whitney Houston","87166","artist","Whitney Houston","87166","ARTIST","PASS","PASS"
"868","194","whitney houston","Whitney Houston","87166","artist","Whitney Houston","87166","artist","Whitney Houston","87166","ARTIST","PASS","PASS"
"869","193","the generation why podcast","The Generation Why Podcast","28291464","podcast","The Generation Why Podcast","28291464","podcast","The Generation Why Podcast","28291464","podcast","PASS","PASS"
"870","193","bon","Bon Jovi","39361","artist","Bon Jovi","39361","artist","The Dan Bongino Show","28888454","podcast","FAIL","FAIL"
"871","192","maluma","Maluma","687499","artist","Maluma","687499","artist","Maluma","687499","ARTIST","PASS","PASS"
"872","192","sleepy","Sleep","0","link","Fairy Sleepy: Fall asleep fast","84974402","podcast","Sleep","2282","link","FAIL","FAIL"
"873","192","college","College Football Live","29430050","podcast","ESPN College GameDay","48358982","podcast","College Radio","744","link","FAIL","FAIL"
"874","191","rnb","R&B","0","link","WRNB-FM","8966","live","R&B","326","link","FAIL","FAIL"
"875","190","college football","College Football Live","29430050","podcast","Always College Football with Greg McElroy","98791204","podcast","ESPN Radio","7903","live","FAIL","FAIL"
"876","190","meghan trainor","Meghan Trainor","543619","artist","Meghan Trainor","543619","artist","Meghan Trainor","543619","ARTIST","PASS","PASS"
"877","190","staind","Staind","58118","artist","Staind","58118","artist","Staind","58118","ARTIST","PASS","PASS"
"878","190","worship","Praise & Worship","0","link","Praise & Worship","1703","link","Praise & Worship","1703","link","FAIL","PASS"
"879","189","star wars","John Williams/Star Wars, Episode IV A New Hope Main Theme","2569870","track","Legacy: A Star Wars Audio Drama","95676257","podcast","May the 4th","7359","link","FAIL","FAIL"
"880","189","willow","Willow","16855","artist","Taylor Swift/willow","122547751","track","willow","122547751","link","FAIL","FAIL"
"881","189","billie eilish","Billie Eilish","31132274","artist","Billie Eilish","31132274","artist","Billie Eilish","31132274","ARTIST","PASS","PASS"
"882","189","christmas classics","iHeartChristmas Classics","0","link","Christmas Music Classics","35421878","artist","iHeartChristmas Classics","6137","link","FAIL","FAIL"
"883","189","young","Young Dolph","639959","artist","Young Dolph","639959","artist","YoungBoy Never Broke Again","31374385","ARTIST","FAIL","FAIL"
"884","188","90s hip","Various Artists/90s Hip Hop","48625454","album","90s Rap","1868","link","90s Rap","1868","link","FAIL","PASS"
"885","188","the beat","RBHH-FL","4429","live","RBHH-FL","4429","live","The Beatles","591","link","FAIL","FAIL"
"886","188","walker hayes","Walker Hayes","390102","artist","Walker Hayes","390102","artist","Walker Hayes","390102","ARTIST","PASS","PASS"
"887","188","jay z","Jay-Z","39268","artist","Jay-Z","39268","artist","Jay-Z","39268","ARTIST","PASS","PASS"
"888","188","1080","WKJK-AM","4908","live","WKJK-AM","4908","live","Talk Radio 1080","4908","ARTIST","FAIL","FAIL"
"889","188","r and b","90s R&B Playlist","312064750::WpRhreAEMxWVPizQn5NgN5","curated_playlist","RBHH-FL","4429","live","The Beat","4429","ARTIST","FAIL","FAIL"
"890","188","tim conway jr. on demand","Tim Conway Jr. on Demand","20635767","podcast","Tim Conway Jr. on Demand","20635767","podcast","Tim Conway Jr. on Demand","20635767","PODCAST","PASS","PASS"
"891","188","zach williams","Zach Williams","31203647","artist","Zach Williams","31203647","artist","Zach Williams","31203647","ARTIST","PASS","PASS"
"892","187","stev","The Steve Harvey Morning Show","27928551","podcast","Stevie Nicks","1063","artist","The Steve Harvey Morning Show","27928551","PODCAST","PASS","FAIL"
"893","187","101.7","WBWL-FM","6586","live","WHOF-FM","3298","live","101.7 The Bull","6586","PODCAST","FAIL","FAIL"
"894","187","kids bop","Kidz Bop Kids","1208","artist","Kidz Bop Kids","1208","artist","Kidz Bop Kids","1208","artist","PASS","PASS"
"895","187","passenger","Passenger","12305","artist","Passenger","12305","artist","Passenger","12305","ARTIST","PASS","PASS"
"896","187","joel osteen podcast","Joel Osteen Podcast","28292517","podcast","Joel Osteen Podcast","28292517","podcast","Joel Osteen Podcast","28292517","PODCAST","PASS","PASS"
"897","187","brett","Brett Young","336444","artist","Brett Young","336444","artist","Brett Young","336444","ARTIST","PASS","PASS"
"898","187","earth","Earth, Wind & Fire","29638","artist","Earth, Wind & Fire","29638","artist","Earth Day Podcasts","81140831","podcast","FAIL","FAIL"
"899","186","mercy","Brett Young/Mercy","44963709","track","MercyMe","90180","artist","MercyMe","90180","podcast","FAIL","FAIL"
"900","186","maroon","Maroon 5","40523","artist","Maroon 5","40523","artist","Maroon 5","40523","ARTIST","PASS","PASS"
"901","186","brian kilmeade show","Brian Kilmeade Show","30996067","podcast","Brian Kilmeade Show","30996067","podcast","Brian Kilmeade Show","30996067","PODCAST","PASS","PASS"
"902","186","the common man progrum","The Common Man Progrum","26981011","podcast","The Common Man Progrum","26981011","podcast","The Common Man Progrum","26981011","PODCAST","PASS","PASS"
"903","186","heavy metal","Full Metal Jackie","0","link","iHeart Heavy Metal Playlist","312064750::GoFU9VVLbZ4yzeHYZ7pBf5","curated_playlist","Full Metal Jackie","6225","link","FAIL","FAIL"
"904","185","orlando","Orlando Radio Stations","0","link","WFLF-AM","589","live","Orlando Radio Stations","771","link","FAIL","FAIL"
"905","185","the offspring","The Offspring","80925","artist","The Offspring","80925","artist","The Offspring","80925","ARTIST","PASS","PASS"
"906","185","nwa","N.W.A","27863","artist","N.W.A","27863","artist","N.W.A","27863","ARTIST","PASS","PASS"
"907","185","98 rock tampa","WXTB-FM","697","live","WXTB-FM","697","live","98.7 The Shark","6744","ARTIST","FAIL","FAIL"
"908","184","the news junkie","The News Junkie","26936791","podcast","The News Junkie","26936791","podcast","The News Junkie","26936791","PODCAST","PASS","PASS"
"909","184","107.5 wbls","WBLS-FM","6493","live","WBLS-FM","6493","live","107.5 WBLS","6493","PODCAST","FAIL","FAIL"
"910","184","happy birthday","Stevie Wonder/Happy Birthday","590487","track","Stevie Wonder/Happy Birthday","590487","track","Happy Birthday","590487","TRACK","PASS","PASS"
"911","183","reo","REO Speedwagon","42568","artist","REO Speedwagon","42568","artist","REO Speedwagon","42568","ARTIST","PASS","PASS"
"912","183","steve lacy","Steve Lacy","31586282","artist","Steve Lacy","31586282","artist","Steve Lacy","31586282","artist","PASS","PASS"
"913","183","total","Total","635037","artist","Total","635037","artist","80 Totally 80s Hits","25432684","artist","FAIL","FAIL"
"914","183","katy","Katy Perry","35141","artist","Katy Perry","35141","artist","Katy Perry","35141","ARTIST","PASS","PASS"
"915","183","103.9","KRCD-FM","5219","live","WNBM-FM","6615","live","103.9-98.3 FM Recuerdo","5219","ARTIST","FAIL","FAIL"
"916","182","contemporary christian","Contemporary Christian Music","31202365","artist","Contemporary Christian","312064750::F2VDuJJUiwx1Nhjnjmbrn5","curated_playlist","Contemporary Christian Music","31202365","ARTIST","PASS","FAIL"
"917","182","kos","KOST-FM","193","live","KOST-FM","193","live","KOST 103.5","193","ARTIST","FAIL","FAIL"
"918","182","trans","Trans-Siberian Orchestra","58610","artist","Trans-Siberian Orchestra","58610","artist","Trans-Siberian Orchestra","58610","ARTIST","PASS","PASS"
"919","182","off","The Offspring","80925","artist","Office Ladies","49346942","podcast","The Offspring","80925","ARTIST","PASS","FAIL"
"920","181","lite","WLTW-FM","1477","live","WLIT-FM","853","live","93.9 Lite FM","853","ARTIST","FAIL","FAIL"
"921","181","the dan o'donnell show","The Dan O'Donnell Show","27550539","podcast","The Dan O'Donnell Show","27550539","podcast","The Dan O'Donnell Show","27550539","podcast","PASS","PASS"
"922","181","bing crosby christmas","Bing Crosby/Frosty The Snowman","499933","track","Bing Crosby/It's Beginning To Look A Lot Like Christmas","60600748","track","Christmas in Kilarney","84271814","TRACK","FAIL","FAIL"
"923","181","magic 96.5","WMJJ-FM","3081","live","WMJJ-FM","3081","live","Magic 96.5","3081","TRACK","FAIL","FAIL"
"924","181","emi","Eminem","36639","artist","Eminem","36639","artist","Eminem","36639","ARTIST","PASS","PASS"
"925","180","newsradio 630 wlap","WLAP-AM","965","live","WLAP-AM","965","live","NewsRadio 630 WLAP","965","ARTIST","FAIL","FAIL"
"926","180","relationship","Relationship Advice","27754105","podcast","Relationship Advice","27754105","podcast","Relationship Advice","27754105","PODCAST","PASS","PASS"
"927","180","david gue","David Guetta","28289","artist","David Guetta","28289","artist","David Guetta","28289","ARTIST","PASS","PASS"
"928","180","ann","Ann Marie","30047446","artist","Anne Wilson","34103413","artist","Anne Wilson","34103413","ARTIST","FAIL","PASS"
"929","180","holi","iHeartChristmas Stations","0","link","XMAS-FL","9608","live","iHeartChristmas Stations","688","link","FAIL","FAIL"
"930","180","pod save america","Pod Save America","27936132","podcast","Pod Save America","27936132","podcast","Pod Save America","27936132","PODCAST","PASS","PASS"
"931","180","science","Science","30016392","artist","Science Friday","22402427","podcast","Science & Technology Podcasts","12","link","FAIL","FAIL"
"932","179","mark belling","The Mark Belling Show","24992319","podcast","The Mark Belling Show","24992319","podcast","The Mark Belling Show","24992319","podcast","PASS","PASS"
"933","179","disn","Disney Playlists","0","link","Disney","30037891","artist","Disney Playlists","1634","link","FAIL","FAIL"
"934","179","zz top","ZZ Top","43268","artist","ZZ Top","43268","artist","ZZ Top","43268","ARTIST","PASS","PASS"
"935","179","young dolph","Young Dolph","639959","artist","Young Dolph","639959","artist","Young Dolph","639959","ARTIST","PASS","PASS"
"936","179","icp","INSANE CLOWN POSSE (ICP)","30411490","artist","INSANE CLOWN POSSE (ICP)","30411490","artist","INSANE CLOWN POSSE (ICP)","30411490","ARTIST","PASS","PASS"
"937","179","yellowstone","The Official Yellowstone Podcast","90141861","podcast","The Official Yellowstone Podcast","90141861","podcast","Yellowstone Theme Song","60374966","track","FAIL","FAIL"
"938","179","the jordan b. peterson podcast","The Jordan B. Peterson Podcast","28713771","podcast","The Jordan B. Peterson Podcast","28713771","podcast","The Jordan B. Peterson Podcast","28713771","PODCAST","PASS","PASS"
"939","179","the michael knowles show","The Michael Knowles Show","28391213","podcast","The Michael Knowles Show","28391213","podcast","The Michael Knowles Show","28391213","podcast","PASS","PASS"
"940","179","dumb blonde","Dumb Blonde","49112226","podcast","Dumb Blonde","49112226","podcast","Dumb Blonde","49112226","PODCAST","PASS","PASS"
"941","179","the breakfast","The Breakfast Club","24992238","podcast","KQBT-FM","2265","live","The Breakfast Club","24992238","podcast","PASS","FAIL"
"942","178","dr dre","Dr. Dre","41458","artist","Dr. Dre","41458","artist","Dr. Dre","41458","artist","PASS","PASS"
"943","178","techno","Essential Techno","0","link","2022 House / Techno / Progressive / Deep / Melodic / Tech / Edm / Afro / ibiza DJ Mix / Set / Podcast / Electronic Dance Music Radio Tomorrowland workout club 2021 party playlist beach tribal tiesto top best Defected 2023 Beats","99234121","podcast","Essential Techno","1550","link","FAIL","FAIL"
"944","178","the bible in a year (with fr. mike schmitz)","The Bible in a Year (with Fr. Mike Schmitz)","75927728","podcast","The Bible in a Year (with Fr. Mike Schmitz)","75927728","podcast","The Bible in a Year (with Fr. Mike Schmitz)","75927728","PODCAST","PASS","PASS"
"945","178","lloyd","Lloyd","38890","artist","Lloyd","38890","artist","Lloyd","38890","ARTIST","PASS","PASS"
"946","178","serial killers","Monsters Who Murder: Serial Killer Confessions","29336681","podcast","Monsters Who Murder: Serial Killer Confessions","86064696","podcast","The Serial Killer Podcast","92283407","podcast","FAIL","FAIL"
"947","178","breakfast club","The Breakfast Club","24992238","podcast","WRDG-FM","3209","live","The Breakfast Club","24992238","podcast","PASS","FAIL"
"948","178","denver","Denver Radio Stations","0","link","KHOW-AM","377","live","Denver Radio Stations","661","link","FAIL","FAIL"
"949","177","karol g","Karol G","30388402","artist","Karol G","30388402","artist","Karol G","30388402","ARTIST","PASS","PASS"
"950","177","biggie","The Notorious B.I.G.","58654","artist","The Notorious B.I.G.","58654","artist","The Notorious B.I.G.","58654","artist","PASS","PASS"
"951","177","hits","CHRM-FL","4422","live","KBKS-FM","4257","live","Hit Nation","4422","live","PASS","FAIL"
"952","177","hank williams jr","Hank Williams, Jr.","120862","artist","Soundmachine/A Country Boy Can Survive (In the Style of Hank Williams, Jr.) [Backing Track Version]","12960788","track","Hank Williams, Jr.","120862","ARTIST","PASS","FAIL"
"953","177","paramore","Paramore","58120","artist","Paramore","58120","artist","Paramore","58120","ARTIST","PASS","PASS"
"954","177","poi","Poison","24746","artist","Poison","24746","artist","Poison","24746","ARTIST","PASS","PASS"
"955","176","brantley gilbert","Brantley Gilbert","272271","artist","Brantley Gilbert","272271","artist","Brantley Gilbert","272271","ARTIST","PASS","PASS"
"956","176","hard rock","HDXL-FL","9576","live","ACIRDS10-FL","8051","live","Mix Hard Rock","8051","ARTIST","FAIL","FAIL"
"957","176","104.9","The Horn 104.9 FM & 1260 AM","31056374","podcast","KTLK-FM","1281","live","104.9 The Patriot","1281","ARTIST","FAIL","FAIL"
"958","176","foo","Foo Fighters","72280","artist","Foo Fighters","72280","artist","Foo Fighters","72280","ARTIST","PASS","PASS"
"959","176","97.3 the game","WRNW-FM","2685","live","WRNW-FM","2685","live","97.3 The Game","2685","ARTIST","FAIL","FAIL"
"960","176","mike row","The Way I Heard It with Mike Rowe","27463840","podcast","Mike Rowe","38057565","artist","The Way I Heard It with Mike Rowe","27463840","PODCAST","PASS","FAIL"
"961","176","beach boys","The Beach Boys","3455","artist","The Beach Boys","3455","artist","The Beach Boys","3455","ARTIST","PASS","PASS"
"962","175","country gospel","Country Christian","1675","link","iHeart Country Gospel Playlist","312064750::B84nCbiWSXak9j2zZMyZC3","curated_playlist","Country Christian","1675","link","PASS","FAIL"
"963","175","who","WHO-AM","925","live","WHO-AM","925","live","1040 WHO","925","link","FAIL","FAIL"
"964","175","102.5 dve","WDVE-FM","2017","live","WDVE-FM","2017","live","102.5 DVE","2017","link","FAIL","FAIL"
"965","175","wmal","WMAL-FM","5479","live","WMAL-FM","5479","live","105.9 FM WMAL","5479","link","FAIL","FAIL"
"966","174","smooth jazz cocktail hour","Smooth Jazz Moods/Hip Cocktail Hour","133889639","track","Smooth Jazz Radio/Lively Smooth Jazz Sax Ballad - Vibe for Cocktail Hour","133897693","track","Lively Smooth Jazz Sax Ballad - Vibe for Cocktail Hour","133897693","TRACK","FAIL","PASS"
"967","174","radiolab","Radiolab","18894587","podcast","Radiolab","18894587","podcast","Radiolab","18894587","PODCAST","PASS","PASS"
"968","174","kodak","Kodak Black","30932687","artist","Kodak Black","30932687","artist","Kodak Black","30932687","ARTIST","PASS","PASS"
"969","174","mana","Maná","264354","artist","Maná","264354","artist","Maná","264354","ARTIST","PASS","PASS"
"970","174","fly on the wall with dana carvey and david spade","Fly on the Wall with Dana Carvey and David Spade","91313483","podcast","Fly on the Wall with Dana Carvey and David Spade","91313483","podcast","Fly on the Wall with Dana Carvey and David Spade","91313483","PODCAST","PASS","PASS"
"971","174","kodak black","Kodak Black","30932687","artist","Kodak Black","30932687","artist","Kodak Black","30932687","ARTIST","PASS","PASS"
"972","174","enya","Enya","59142","artist","Enya","59142","artist","Enya","59142","ARTIST","PASS","PASS"
"973","173","drink champs","Drink Champs","28370298","podcast","Drink Champs","28370298","podcast","Drink Champs","28370298","PODCAST","PASS","PASS"
"974","173","horror","Hillbilly Horror Stories","28286860","podcast","Chilling Tales for Dark Nights: A Horror Anthology and Scary Stories Series Podcast","31080142","podcast","Let's Not Meet: A True Horror Podcast","30078421","PODCAST","FAIL","FAIL"
"975","173","conan o’brien needs a friend","Conan O’Brien Needs A Friend","29941225","podcast","Conan O’Brien Needs A Friend","29941225","podcast","Conan O’Brien Needs A Friend","29941225","PODCAST","PASS","PASS"
"976","173","alice in chains","Alice in Chains","44757","artist","Alice in Chains","44757","artist","Alice in Chains","44757","ARTIST","PASS","PASS"
"977","173","ice cube","Ice Cube","28761","artist","Ice Cube","28761","artist","Ice Cube","28761","ARTIST","PASS","PASS"
"978","173","iheart country","CTYM-FL","4418","live","CTYM-FL","4418","live","iHeartCountry Radio","4418","ARTIST","FAIL","FAIL"
"979","173","neil","Neil Diamond","7052","artist","Neil Diamond","7052","artist","Neil Diamond","7052","ARTIST","PASS","PASS"
"980","172","kansas city","KCFX-FM","5663","live","KCFX-FM","5663","live","Arrowhead Pride: for Kansas City Chiefs fans","30692006","ARTIST","FAIL","FAIL"
"981","172","cake","Cake","70491","artist","Cake","70491","artist","Cake","70491","ARTIST","PASS","PASS"
"982","172","louder with crowder","Louder with Crowder","28220570","podcast","Louder with Crowder","28220570","podcast","Louder with Crowder","28220570","PODCAST","PASS","PASS"
"983","172","hotel room","Pitbull/Hotel Room Service","8058021","track","Firejack, Brunelli/Hotel Room","71777173","track","Hotel Room Service","8058021","TRACK","PASS","FAIL"
"984","172","layla","Royal Philharmonic Orchestra/Layla","28432161","track","Derek & The Dominos & Eric Clapton/Layla","776833","track","Layla","776833","TRACK","FAIL","PASS"
"985","172","lauren","Lauren Daigle","30480349","artist","Lauren Daigle","30480349","artist","Lauren Daigle","30480349","ARTIST","PASS","PASS"
"986","171","john anderson","John Anderson","16774","artist","John Anderson","16774","artist","John Anderson","16774","ARTIST","PASS","PASS"
"987","171","los angeles","Los Angeles Radio Stations","0","link","KIIS-FM","185","live","Los Angeles Radio Stations","653","link","FAIL","FAIL"
"988","171","wlw","WLW-AM","1713","live","WLW-AM","1713","live","700 WLW On-Demand","29401446","link","FAIL","FAIL"
"989","171","106.7 lite fm","WLTW-FM","1477","live","WLTW-FM","1477","live","106.7 Lite FM","1477","link","FAIL","FAIL"
"990","170","grease","Soundtrack/Grease","14832326","album","Grease","2085","link","Grease","82559160","link","FAIL","PASS"
"991","170","rod stewart","Rod Stewart","2202","artist","Rod Stewart","2202","artist","Rod Stewart","2202","ARTIST","PASS","PASS"
"992","170","kiss 108","WXKS-FM","1097","live","WXKS-FM","1097","live","Kiss 108","1097","ARTIST","FAIL","FAIL"
"993","170","case","Case","30005142","artist","Casefile True Crime","28287181","podcast","Casefile True Crime","28287181","podcast","FAIL","PASS"
"994","170","the armstrong and getty show","Armstrong & Getty One More Thing","30416018","podcast","Armstrong & Getty Podcast","86655125","podcast","Armstrong & Getty Podcast","86655125","PODCAST","FAIL","PASS"
"995","170","too short","Too Short","687682","artist","Too Short","687682","artist","Too Short","687682","ARTIST","PASS","PASS"
"996","170","107.1","WKFS-FM","1705","live","WKFS-FM","1705","live","KISS 107.1","1705","ARTIST","FAIL","FAIL"
"997","170","dixie chicks","The Chicks","39065","artist","The Chicks","39065","artist","The Chicks","39065","ARTIST","PASS","PASS"
"998","169","consp","Conspiracy Theories","88372763","podcast","Conspiracy Theories","88372763","podcast","Jordan Klepper Fingers the Conspiracy","30873042","PODCAST","FAIL","FAIL"
"999","169","books","Audio books channel","27596757","podcast","Bible Books in 30 minutes","76217950","podcast","Cooking the Books with Frances Cook","28218763","PODCAST","FAIL","FAIL"
"1000","169","red hot chili peppers","Red Hot Chili Peppers","6771","artist","Red Hot Chili Peppers","6771","artist","Red Hot Chili Peppers","6771","ARTIST","PASS","PASS"
